cleaned_text,label,intensity
sad truth !,sadness,0.5
people going realize 'riots ' perpetuating hate . saying 're going boycott city ! ? ! # lost,sadness,0.5
n't wan na go work want money,sadness,0.5
rooney needs come ! absolutely dreadful ! 🙈🙈🙈 class goal showing team ! !,sadness,0.5
y'all tune snapchat beans funereal,sadness,0.5
"funeral , close casket , want play , 'call recording completed . '' - # lost # podcasting # talkshoe",sadness,0.5
goodbye despair,sadness,0.5
ffs dreadful defending,sadness,0.5
name change uncle remus lewis # foh # theydontlikeyoueither # lost # unwoke,sadness,0.5
"waitress recognised last time moping , interview haha",sadness,0.5
day # lost,sadness,0.5
anyone noticed stories recent days paint positive accomplishments trump challenges hillary ? # surprised # sad,sadness,0.5
"post series depression quite bad , get better , bet someone pick novel soon west .",sadness,0.5
— make feel vigorous . 'fine . kill . ' said hestia display despair rather joyful —,sadness,0.5
": dull sleeping hour , \na crew patches , rude mechanicals , \n # amndbots",sadness,0.5
"nd step beating # anxiety # depression realising 's waiting .... , take action .",sadness,0.495
sure hell helped depression still,sadness,0.485
# charlotteprotest u # wait facts # video u # hate ask questions later # protest # policeshootings # suggestions,sadness,0.479
"sadly , war often factor jump starts us economic growth",sadness,0.479
grim fuck going dame fucking clowns takeing gameing channel way nj would delete,sadness,0.479
"leeds surely drop prices cup tie , rather dismal attendance last night ..",sadness,0.479
's something note fact mask manufacturer produced smiling frowning .,sadness,0.479
word happiness would lose meaning balanced sadness .,sadness,0.479
solution punish criminals . 's way discourage crime . circle continue .,sadness,0.479
really enjoyed episodes . bit gloomy day today feel sense inspiration listening .,sadness,0.479
"pet : end things hand : ye therefore # sober , # watch unto prayer",sadness,0.479
"haha ! ! , sorry grim even ? ! disturbed & amp ; im starting lose trust twitter generally ! !",sadness,0.479
"literally guy ( some-would-say-successful guy ) tell 'this ship sail ' kay guy , first , 're working sub , last , sunk",sadness,0.479
fought racist girl stayed gavc get kicked call bs,sadness,0.479
brave young individuals opened us # depression # anxiety help raise awareness ! !,sadness,0.479
rough situations around schalke werder bremen start campaign . bremen dashed late new manager . .,sadness,0.479
"n't blame , ' spoke , room , kicking chair beneath him.\n # amwriting # dark",sadness,0.479
"call pessimist , n't think therapy fix whatever wrong anthony weiner .",sadness,0.479
november # canola lost $ . $ . per tonne .,sadness,0.479
"frown , let 's distraught 'gardevoir ' saying wishes trainer",sadness,0.479
brad pitt investigated child abuse ? ! got really # dark,sadness,0.479
bare videos online anyone get rehabilitated ? anyone actually get help affliction ? jut get twitter videos .,sadness,0.479
always sober said 'd drunk . teach keep mouth shut . \n― ernest hemingway # quote,sadness,0.479
"[ teeth sunk vein poor woman 'accidentally ' small problem engine , outside --",sadness,0.479
- worst possible decision could made arriving uk . shocking service . poor coverage .,sadness,0.479
lost day snapchat streak 'm done,sadness,0.477
tend 's going get infections . \n\nhe 's frowning looking . \nit must hurt damn . ],sadness,0.475
're sadly mistaken think 'd make tweet isolated comment random twitter user .,sadness,0.469
wait hours call back cancel order placed already spending hours phone ? !,sadness,0.464
stopped watching gotham cause dropped tabitha barb 's relationship made pine main,sadness,0.461
": liked moping around episode . moment emotional weakness , felt sorry -",sadness,0.46
'm confident never experience successes last yrs . best hope another bournemouth,sadness,0.458
never leave alone credit card . nope nope mope .,sadness,0.458
please . could clouded passion . emotion leads truth .,sadness,0.458
horrible puns day made . shall return cage dark corner crying & amp ; laughing hysterical .,sadness,0.458
"house isnt always mess , friends coming # mess # serious # twitter # problem # like # friends # filthy # home",sadness,0.458
“ easily # forgive # child # afraid # dark ; real # tragedy # life # men # afraid # light. ” –plato,sadness,0.458
"- rather forlorn , scanning witches house resting back elphie . 'the grimmerie gone . '",sadness,0.458
# cureforinsomnia left said doom & amp ; gloom . trump train much fun !,sadness,0.458
history repeating .. gaa culture dare anyone think 's ok discourage irish person attending match final,sadness,0.458
mayor visits downtrodden part town brave pr stunt . eleven .,sadness,0.458
went pet supplies plus tonight working feel # lost # confused,sadness,0.458
thought sunk teeth something 's meant b sooked,sadness,0.458
doom gloom ? want hear lovely things airbnb !,sadness,0.458
"maybe 's , 're asked study hard get job like . way would n't dreadful .",sadness,0.458
"\n'well go one two ways . either get accept , 's going change , mope --",sadness,0.458
totally get . 've said donuts times one week lost . lbs get discouraged ! 's linear 😘,sadness,0.458
n't know love 're sober # sober # selenagomez # revival,sadness,0.458
err wasnt gloomy . . mio people gloomy # remain # brexit,sadness,0.458
"😂😂😂 . sure half stars get together , break , affairs , let porn vids slip , fight , ect etc ratings . # sad 😂",sadness,0.458
im serious putting words mouth bitch n't add ' ' sentence n't say shit bloods,sadness,0.458
's # foggy # dark morning - # filter time . # lighting purposes . : ),sadness,0.458
? '\n'you worthy enough know . ' # # serious,sadness,0.458
"friend lost his/her phone , long mourn lost phones ask earpiece ?",sadness,0.458
"doesnt anyone else , literally pulled office cause someone complained spit sink yesterday",sadness,0.457
n't anybody know watch penny dreadful ? ☹️️,sadness,0.455
old person ca n't handle stuff .... lol left .... get back 're sober,sadness,0.455
people much negativity filled inside im always happy gloomy world someone like u exists namjoon,sadness,0.45
. problem time taken means going date already . # sadly,sadness,0.445
"trying think positive , let situation discourage ✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨",sadness,0.44
candice great british bake pout head 👊🏻🙄,sadness,0.438
dull uk .,sadness,0.438
blues ... blues ? 🤔,sadness,0.438
sometimes think british political landscape desolate look foaming wasteland us think 're ok,sadness,0.438
"n't look . 'll , unhappy . \n\n ( nngh . got email notif thank . )",sadness,0.438
positive thoughts gloom cloudy days,sadness,0.438
're train pitch black outside idea ... # travel # whereami # lost # adventure,sadness,0.438
", n't get discouraged , maybe prayers divine intervention help would help : )",sadness,0.438
"wonderful post ! novelists n't discouraged rejection , usually work personal .",sadness,0.438
cheap pout brodcast,sadness,0.438
"tried give time sober , waiting friend 's house . hours later , gal wake nap vomit .",sadness,0.438
otherwise 're committing crime soul sober ppl know good bad,sadness,0.438
first time slough checked new station floor # sad # lifeontheroad,sadness,0.438
"niggas murking . murky water , try swim .",sadness,0.438
oh dear watch woman pout well,sadness,0.438
lost heart dark .. underneath stars 🎧,sadness,0.438
's dark,sadness,0.438
$ fogo max pessimism bottom ( yet ) . solid pe ratio restaurant . let 's catch level level comes .,sadness,0.438
sad white sox playing record ; ),sadness,0.438
're sorry hear issues making feel . n't like hear customers unhappy : - (,sadness,0.438
naoto nod also like tha bands . also frown . 'will bands 'papa roach ' concert ... ? ',sadness,0.438
sad . film story . knows could ploy escalate tension . unverified report hype,sadness,0.438
nahh thats grim,sadness,0.438
"'s last week cn ! 'm gon na sad leave , also first planned break since going animation !",sadness,0.438
"well , 's need sulk . always request song , know .",sadness,0.438
"'that disappointment . '\n\nhe fakes pout , starts chuckle .",sadness,0.438
shoutout drunk man bus pissed bottle seats,sadness,0.436
"lord make instrument peace — 's hate , let sow love — 's injury , pardon — 's despair , hope",sadness,0.427
"turning , older woman looked sybil somber expression . \n\n “ ran away . blame . ”",sadness,0.426
hour played conceded less west ham northampton . let sink .,sadness,0.42
people leave toilets fucking grim states,sadness,0.42
god full shilling ? seriously need major rethink lab gove lifetime,sadness,0.417
nl 's top bureaucrat director group formed oppose nl 's top megaproject . # nlpoli - never dull,sadness,0.417
well course.progress sake progress must discouraged . problem substance rhetoric,sadness,0.417
already plotting next steps get cut minivan tomorrow 's drop-off line . # preschoolpolitics # momthings # serious,sadness,0.417
sunderland time line quite funny doom & amp ; gloom facing us long trip us midweek . # whatgoesaroundcomesaround,sadness,0.417
"'so shines good deed weary world ' roald dahl , charlie chocolate factory",sadness,0.417
"like keep grinding boy life change one year , even 's dark sun shining somewhere ... '",sadness,0.417
"got # mybrokenfoot running great north run , ca n't wait run months time - mostly dark ! # ukrunchat",sadness,0.417
awareness time awareness time lost . # awareness # time,sadness,0.417
ending met mother dreadful,sadness,0.417
"\nbreath . trending despondent . mrs clinton win . keep gloves , guard , punch like hell .",sadness,0.417
u.s. added years syrian conflict arming 'rebel ' army . would think iraq sunk kerry .,sadness,0.417
"weak & amp ; despair , mighty god near ; give us strength & amp ; joy & amp ; hope , & amp ; calm inner fear , faith & amp ; trust .",sadness,0.417
working blanchardstown shopping centre years figured today marks & amp ; spencer 's # lost,sadness,0.417
# vinb 'm alot interested hearing bout differences parties political ideologies . parties murky origins r irrefutable # vinb,sadness,0.417
higginbotham 's flippant dismissal worries around carrick 's lack pace dismal . nimble midfielders carrick exposed,sadness,0.417
flight crashed lost island # lost,sadness,0.417
give smiling emoticon ya ? dont like idea frowning & gt ; . & lt ;,sadness,0.417
"man pessimist knows much ; optimist , knows little . '\n-mark twain",sadness,0.417
sadly go bed n't announce anything 'm gone thank u love,sadness,0.417
. using fear state views . getting facts making serious statement ? ? ?,sadness,0.417
marcos rojo plays man united ! ! let sink ! ! !,sadness,0.417
"sometimes people leave halfway wood . let grieve , one leaves good . # youarenotalone # nooneisalone",sadness,0.417
lost wallet lol .... ....,sadness,0.417
"'s kali 's kitten ? [ asked , frown curling fair skinned forehead showed scar ] cat - ( )",sadness,0.417
feel strongly need work together right dreadful wrong .,sadness,0.415
name change uncle remus lewis # foh # theydontlikeyoueither # unwoke,sadness,0.414
sister : ( canadian player something shady . ) jonathan toews frowning n't know . # worldcupofhockey,sadness,0.404
candice 's pout gets preposterous week . week 's gone bit jack nicholson 's joker . # gbbo,sadness,0.397
# mhchat childhood experiences inform adult relationships . associative memories question ability process,sadness,0.397
turn grumpy frown upside-down\n\nyou something next impossible today,sadness,0.396
serious problems expectation private philanthropy replace functional government services ... dangerous,sadness,0.396
bought pack two medallion beef steaks . got home . cooked . one steak % pork . one unhappy mother . 🐮🐷,sadness,0.396
"hopefully next time play l team , players scores , takes shirt & amp ; jumps away end purely wind joyless cunts",sadness,0.396
life 's short frowning long,sadness,0.396
leopard never changes spots ! # lost,sadness,0.396
need serious nap rn,sadness,0.396
"sky news still pushing brexit gloom line , managing ignore fact 's simply happening . 'but future ..... '",sadness,0.396
: asked gate crash dumb idiosyncrasies sober people analyzing situation ! \n,sadness,0.396
"pessimist someone , opportunity knocks , complains noise .",sadness,0.396
ca n't serious . man practices religion . church campaignin,sadness,0.396
"something , confused type entire word 😜 see , laugh . hour sadness almost passed",sadness,0.396
supposed # dark # gritty though,sadness,0.396
"pretentious dick night gallery fucking , used towel dry sink",sadness,0.396
"'s evening , though ! way lit finish properly without causing serious mischief .",sadness,0.396
"interview preparation , hate talking , one dull subject matter ! # yawnoff",sadness,0.396
remo williams ever actually 'save ' anyone sulk around killing random undesirables ?,sadness,0.396
vas ir al de amaity affliction ?,sadness,0.396
's sitcom better ! u ca n't laugh sheldon leonard u sober real ! two ways,sadness,0.396
“ immense importance football sometimes scary . ’ win responsible many unhappy people. ” - arsene wenger,sadness,0.396
"kudos tc benching bruce . n't helping team , rides pine . games win . discussion . # mets",sadness,0.396
"people want go pine ridge , little wound oelrichs . starting think transferring wan na stay cloud . decisions man .",sadness,0.396
cam serious ig post stupid ass font uses . would 've better say nothing .,sadness,0.396
^ 'll # wobble carry # sink,sadness,0.396
episode today ! whilst editing power outage ! rebuild ... tomorrow # podcast # lost # editing # fail # tomorrow,sadness,0.396
sulky pants !,sadness,0.396
seeing something hurt much past front single sign grieve . magicalllll . ✨,sadness,0.396
"'m done piano , blues playing , smooth talking ass . nexttt",sadness,0.381
sat sat room cloved watchin manchester unide v norffampton fink still goal fret iced level,sadness,0.375
"solemn thing , small scandal kingdom , see god ’ children starving seated father ’ table . -aw tozer",sadness,0.375
hey - find play history new # ios # applemusic # music # lost,sadness,0.375
grow weary good . treadlines better deadlines . ' # cgi,sadness,0.375
fellaini playing ahead guy ... let sink,sadness,0.375
think huffing pine tar use bat gripping .,sadness,0.375
gon na loooooong year browns fan . longer normal 's,sadness,0.375
great programme tonight # upsetting # extremeworld,sadness,0.375
told wife chance would sydney teams afl grand final . response : 'there 's two sydney afl teams ? ' # serious,sadness,0.375
"hard tell pic . mistake . either way , nothing said initially race . u took . # ignorant",sadness,0.375
floofel.i wonder mother knows dark humor be.needs realize much butt apple . pastels cats.cutie pie .,sadness,0.375
damn gud # premiere # lethalweapon ... # funny # serious,sadness,0.375
"made laugh , quote . sort rueful way .",sadness,0.375
"come serious situation , glad gave deep thought 💯",sadness,0.375
doom gloom ! scored open play ! conceded two time . # progress means - draw saturday,sadness,0.375
contactless affliction kart needs must regarding psychological moment ! : xbeujgb,sadness,0.375
"start w/ songs blue neighborhood\n ) wild\n ) fools\n ) talk 😭😭for # wesper\nalso , \n ) good . # serious kaz/inej feelz",sadness,0.375
"grave beat , bravehearted cave lover , cage lover , sage # lover made # soup , twisted spoony # melancholy , spikes , spices",sadness,0.375
"like , 'loon attic ' . luckily quickly sunk wrong pronunciation , still could n't stop saying . stuck .",sadness,0.375
"'m onto , , know secretly pine masculine order , objective morality , disciplined transcendent pursuits .",sadness,0.375
erykah badu sedate 💕,sadness,0.375
"practically obsessed , thought departure makes feel melancholic grateful . safe journey",sadness,0.375
n't get discouraged simple minds n't see vision,sadness,0.375
# thankyoucgi - grow weary good . # cgi,sadness,0.375
pay responsible doings . # sober # real # blind,sadness,0.369
'm sober time get shit faced,sadness,0.36
n't want perfect . 's boring dull .,sadness,0.36
yea lol catchy fret,sadness,0.358
really pedal like nutter get anywhere ? remember sedate .,sadness,0.355
"aqw 've always stayed art style , 's competition create detailed art time .",sadness,0.354
"pops joyless , soulless toys look nearly identical . perfect expression consumerism . ' enjoy franchise '",sadness,0.354
"hakyeon takes attention happily , perching wonshik 's shoulder sulk jaehwan accidentally caused tiny explosion",sadness,0.354
aired radio filmed ? lots fans pond ! # wales # lost,sadness,0.354
# serious # chinks # india ’ # armour'\n # protein\n # malnutrition\n # feedingindia\n # skillingindia\n # cognitive # deficit\n,sadness,0.354
"know man , assume heated argument penis .",sadness,0.354
standard candice starting show pout # startasyoumeantogoon # gbbo,sadness,0.354
# ldf shall weekend ? # spraypainting # greenwichmarket # core # lilylou # fret & amp ; # benoakley,sadness,0.354
"think swallows swifts gone ? photo 'd nights ago , seen since . # autumn",sadness,0.354
could work . ? # serious,sadness,0.354
told pine n't want n't,sadness,0.354
rejoice birth grieve funeral ? person involved . ― mark twain,sadness,0.354
fret scuffs . ’ take scuffs ( which…come ) phone use wet handed drop toilet day .,sadness,0.354
us born generation ! gen-less tribe ! ha ! # survivor # lost soles,sadness,0.354
maybe constipation issues .. ? know dates relieve affliction ! way jose !,sadness,0.354
regret things tempered time ; regret things inconsolable . - sydney j. harris,sadness,0.354
learning use twitter # lost,sadness,0.354
"yeah , figured ornaments way wanted spektar desolate gear . well thought right .",sadness,0.354
corbyn loses walk crying corbyn supporter whisper\n\n'do n't mourn . organise'\n\nand laugh laugh,sadness,0.354
penny dreadful season ?,sadness,0.354
# always # borrow # money # pessimist . wo n't # expect # back .,sadness,0.354
"-- used pawn red woman 's game ] , try fret act nothing amiss . royal --",sadness,0.354
"lol senior year would get early dismal work study , boss know happened next 🙃",sadness,0.354
serious need nap,sadness,0.354
aw problem . felt like speaking felt want overcome discouraged . : ),sadness,0.354
found first episodes bojack incredibly funny . got less funny stayed # drama,sadness,0.354
"n't know everyone pretending sad angelina brad , everyone knows dumb ass 've stayed jennifer .",sadness,0.354
pine nut .... chestnut .... peanut .... wait ... wrong film,sadness,0.351
"never switched , stayed person since day one .",sadness,0.347
grow weary good ' lasting legacy # cgi # thankfulmoment,sadness,0.343
rich fumes sullen sences cheer 'd .,sadness,0.342
told chiropractor ' 'm good time long time ' questioned habits yet unnerved doctor,sadness,0.34
"'m decoded blues one , getting blues ?",sadness,0.333
first weekend fall ; let 's see stay disciplined seasons goals . # fitness # running # sober # mindset # firstfriday # family,sadness,0.333
# people already talks # halloween \nyou 'll get # dark # music go it\n # gothic # bloody # halloweenhorrornights,sadness,0.333
"-- prepared.\n\n'not far know . ' dull reply . 'there still survivors , members . like said , -/",sadness,0.333
blues ? !,sadness,0.333
"name lord & amp ; saviour harambe pray , bless apes across world.\n\nhear solemn oaths pardon sympathetic hominids .",sadness,0.333
"say attract see , maybe n't pessimist n't wan na take chances lol ca n't wait relocate",sadness,0.333
bro pine green forget nots mediumpurple pickering lit,sadness,0.333
’ look forward . hoping lots stetson-tilting rueful looks whiskey glasses .,sadness,0.333
’ shaytan room wallahi dark time lamp ! ! omg shaytan,sadness,0.333
"heart left long again\n\n * slight pout turned smile * \n\nheheh kidding , 'm fine-",sadness,0.333
🤓 dont sad .. btw good night davina .. go sleep larh ..,sadness,0.333
refuge recovery boston - weds : - pm . # healing # support # addiction # recovery # buddhism # meditation # sober # cambma # meeting # harvardsq,sadness,0.333
# checking # work today\n\n # coffee # drank 's # # serious # business \n\n # thursday bring # friday,sadness,0.333
somehow % sausage pasta made sunk bottom 'm eating sausage tiny bit leftover pasta,sadness,0.333
"serious respect man pull bun better , like maybe teach ways .",sadness,0.333
"transparency openness ' dull sell fans group - want verbs like buying , defending , building securing .",sadness,0.333
anyone noticed stories recent days paint positive accomplishments trump challenges hillary ? # surprised,sadness,0.333
quite sure craig gordon 's stayed park ! !,sadness,0.333
'm days sober n't wan na ruin,sadness,0.333
wan na see smile n't wan na see make frown,sadness,0.333
is.\nsure mind clouded ... ],sadness,0.333
snores tl . boredom sunk .,sadness,0.333
season penny dreadful netflix ... well afternoon filled,sadness,0.333
grow weary good . '\n\n-,sadness,0.325
n't expect women violent & amp ; discourage . 's really 're raising boys .,sadness,0.322
"lol ! awarded “ f ” bomb trophy # autodealerlive , : ) # serious",sadness,0.321
jay z brad pitt cheated .. bey stayed angie left # cheaters # love # lust # sex # couples # relationships # date # marriage # divorce,sadness,0.32
"carry wayward son , 'll peace done . lay weary head rest . n't cry . # supernatural",sadness,0.318
yep & amp ; stayed pjs day lol x,sadness,0.312
footage ’ make mix—don ’ get discouraged ! ran room beat week .,sadness,0.312
's true also n't escape almost car sunk,sadness,0.312
ordered vacation bathing suits . one less thing fret .,sadness,0.312
italy another round lets drop play take big result guys # blues,sadness,0.312
"left protected long , 've lost reasoning power .",sadness,0.312
new job training= much meat eating ! oh well . also- got approved drive lyft ! need car ... # day # sober,sadness,0.312
sober better roll another dutch u n't smoke nigga better pour another cup 🍁🍾 ...,sadness,0.312
put winter duvet ☃️❄️🌬☔️ # serious,sadness,0.312
"n't need mask , 'll gladly make donation help ur name ! mr. ty rex first initial ? # serious",sadness,0.312
# sober life,sadness,0.312
need sta dating again.i bored # redheadteen # boldandbeautiful # lost # aday single men dating schkeuditz,sadness,0.312
might pout star baker tho !,sadness,0.312
dream last night chris brown created diss track drake rihanna called ' hit first ' 😳😳 # dark,sadness,0.312
got short fuse im sober .,sadness,0.312
already plotting next steps get cut minivan tomorrow 's drop-off line . # preschoolpolitics # momthings,sadness,0.312
never let see frown,sadness,0.312
welcome dark honey !,sadness,0.312
supine piano—lips parted . # sixwordstory # amwriting # blues # singer,sadness,0.312
pax enjoyed # gloom,sadness,0.312
kinda wan na book vacation go ... anyone wan na tag along ? # adventure # serious,sadness,0.312
"bows moment . rather sulk , 'm going opinion guys studying # oligodendroglioma . ✌️ & amp ; ❤️ & amp ; 🍩 's",sadness,0.312
need syfy series watch literally nothing watch back back . already watched # heroes # lost # jericho # fallenskies etc etc,sadness,0.312
good one reporter quit .,sadness,0.312
droop saw naked wrestling asked 'what get hole one ? ' # jaymohrsports,sadness,0.312
may # alwayshungry n't sunk low yet ! !,sadness,0.312
"blessed mourn , comforted \n mt :",sadness,0.312
brilliant n't ? made feel v dull one . tattoo emoji ! 'll ... ⚓️ x,sadness,0.312
"tears r inappropriate : 'this day holy lord . grieve , joy lord strength . ' nehemiah : niv # joy",sadness,0.311
— hermione sort thank sliding plate away frowning ron continued —,sadness,0.306
let 's get drunk tell things 're afraid say 're sober .,sadness,0.303
let know 's,sadness,0.3
"~together . ' hermione lowered voice slightly , sounding somewhat bitter , perhaps even rueful . 'that would get you~",sadness,0.3
band members wanted . contact # newcastlegateshead # sunderland # musicians # musicbusiness # musicislife # music # musically # band # blues # folk,sadness,0.299
working blanchardstown shopping centre years figured today marks & amp ; spencer 's,sadness,0.292
"# askaman sound like # serious issue , cause siyahleka whole time , fun",sadness,0.292
"oh yes , males colourful females dull , blend environment .",sadness,0.292
name john locke ca n't tell ca n't # lost # アニメ,sadness,0.292
ya boy gets mad tired pine trees,sadness,0.292
wonder guy broke penis sex ? # serious,sadness,0.292
".... example , catching gloom would yield oddish candies catching vileplume would yield .",sadness,0.292
sound like vampires saying wan na sink teeth tt lads talents 😂😂😂😂😂😂,sadness,0.292
love word fret much im heaven,sadness,0.292
"marcos rojo marcos rojo running wing . loved blues , feared reds",sadness,0.292
serious ? ?,sadness,0.292
first time slough checked new station floor # lifeontheroad,sadness,0.292
breakfast seen ? ! blew cereal # sink ! !,sadness,0.292
# peoplelikemebecause unknown reason try discourage,sadness,0.278
bill clinton : 'do grow weary good . ' # cgi,sadness,0.275
. fan beat happening . 's discourage aspiring olympia musicians ! # kuowrecord,sadness,0.274
lmao ! imagine frown across face . # hilarity,sadness,0.271
stumbling block pessimist stepping stone optimist .,sadness,0.271
"es , 'm serious /",sadness,0.271
discouraged slowing sales market . test business model pinpoint # strengths # weaknesses . ',sadness,0.271
get lost neighborhood use gps phone find way . # lost # googlemaps # blondmoment,sadness,0.271
true sonicsatam serious bit dark . aosth like super goofy looney toonie degree,sadness,0.271
tgif ! hope everyone needs find # recovery friends stay # sober weekend !,sadness,0.271
's got little pout,sadness,0.271
"n't chip n't get dull . nails gone looking perfect whole time , except gone grown 😂",sadness,0.271
n't impress n't depress ',sadness,0.271
"“ fret cool ! humans follow , become instantly cool ! ” # bot",sadness,0.271
# pessimist complains wind ; # optimist expects change ; realist adjusts sails . ' - william arthur ward\n # ignite,sadness,0.271
"nice italian ice-cream whilst resting tired paws . honey flavoured , naturally ! # furrytails # lost # venice .",sadness,0.271
added paul walker xbox spends time dashboard . # dark # humor # funny,sadness,0.271
much time give friend lost laptop mourn ask give laptop charger extra battery ? ?,sadness,0.271
ca n't take u # serious unless u use # emojis,sadness,0.271
"back forest drama -\nfrom # forest # music - series , \n # nature # dark # art # photography # finland",sadness,0.271
"eyes stayed glued monitor , turning away anything",sadness,0.271
"“ optimism may sometimes delusional , pessimism always delusional. ” —alan cohen # believe",sadness,0.271
"god 's love spring.of one dat sunk whole estate paltry bribe , single apple–n yet proud ancestry ? ❤️🗿",sadness,0.271
house # granddesigns n't forest 's wibbly wobbly pine plantation,sadness,0.271
beats accurately all-powerful respect high-quality high-frequency speaker extra desolate relating fire-ea : …,sadness,0.271
gloomy weather puts best mood,sadness,0.271
dad asked hungover function today . little know stayed sober last night could get shit faced tonight 😅,sadness,0.271
american idiot record turns twelve today changed preppy middle school heart desolate punk rock desert forever grateful,sadness,0.271
"tones - \n : / favourite chris pine stans . love tones anything , mt sweet summer child attack anyone hurts",sadness,0.271
"amateurs sit wait inspiration , rest us get go work . ' -- stephen king # authors # serious # writingtip",sadness,0.271
stayed hotel packed picnic lunches take road ! ! # bettertogether,sadness,0.271
turn frown upside,sadness,0.27
"\n\nhearing noises , akame opened eyes sat , facing juvia . n't expect see someone around staid --",sadness,0.266
"safe blues ok. reds ok well ? obviously , battleground states would .",sadness,0.263
"hello fellow # horror # creepy # dark # stange # story fans , 's day ? # followme 'll # followback",sadness,0.263
playing bridge bar sat ( th sept ) # blues # rhythmandblues # ramelton # donegal,sadness,0.254
"oh goodness 'm loving rainy day . 's head , # creative cap , & amp ; get # lost # thoughts kind day 💭 ☺️ # art # create # biz",sadness,0.25
one wants win wild card play cubs road .,sadness,0.25
"# jazz - # blues roots , rest fruits",sadness,0.25
well hear girls attracted men look like dad ! 👌,sadness,0.25
"labor love cheap inexpensive , 's time spent earning . # lackadaisical # dreamer",sadness,0.25
blues bob haddrell & amp ; guests\nfri rd sep : pm - : pm # blues # free # tunbridgewells,sadness,0.25
# serious # intermediaries required info # project # owner mailed .,sadness,0.25
"/ howland cultural center , # beaconny vickie raabin & amp ; chris raabe # blues # soul pm --",sadness,0.25
# ff \n\n \n\n # soul # blues & amp ; # rock # band\n\n # music # heart\n\nwith soul & amp ; # passion \n\nxx 🎶 xx,sadness,0.25
mmmm # coffee good # book dreary day ! beat ?,sadness,0.25
"sometimes ca n't believe 've made far . days ! ! threw demons n got # sober # clean , n started # recovery. # sobriety # .",sadness,0.25
"clouded out.\n\n considering using camera , ) star trails ) eyepiece projection .",sadness,0.25
"learning trust god quiet troubled & amp ; restless heart , bring peace weary soul , & amp ; eliminate hopelessness # addiction !",sadness,0.24
pessimist sees difficulty every opportunity ; optimist sees opportunity every difficulty . \n― winston s. churchill # quote,sadness,0.238
alt-j - hunger pine .,sadness,0.235
grown ass lil boys yeah ca n't take serious .,sadness,0.235
"strong & amp ; courageous . terrified discouraged , lord god wherever go .",sadness,0.229
let # mrrobot binge begin . # nerdshow # compelling # dark,sadness,0.229
anyway 'm car furious white men really funny story tell 'm sober 😂,sadness,0.229
"# ricefodays alex butler 's class financial management . starts great , relevant class discussion : movies sunk costs",sadness,0.229
"dark side moon . fact , 's dark . '\ngerry o'driscoll end 'the dark side moon '",sadness,0.229
second artist announcement looking good # bluesfest # music # byronbay,sadness,0.229
playing yung fav song ni chavs # sober 😂,sadness,0.229
"'the darkest nights bright , solemn faces lights smile ' . - believe ,",sadness,0.229
n't get discouraged ! 's early & amp ; get overwhelming . keep reading & amp ; use cue cards 😊 'll get better ! !,sadness,0.229
damn gud # premiere # lethalweapon ... # funny,sadness,0.229
ca n't mourn kid cudi cause travis scott ...,sadness,0.229
"joyful hope , patient affliction , faithful prayer . romans :",sadness,0.216
isaiah : \nthose trust lord find new strength.\nthey soar high wings like eagles.\nthey run grow weary .,sadness,0.214
"'s job , job people r still sane , still ok life , help lost find & amp ; love eachother",sadness,0.214
unmatched party specialist /co # serious # job # titles,sadness,0.208
"honestly n't give af wins us pine , 'm worried getting drunk saturday night😂",sadness,0.208
n't think luca understands serious fall .... idea 's store 😂😂,sadness,0.208
keep feeling heaviness left hand look awe every single time 😍💍 # notusedtoit # imafiancée # wut,sadness,0.208
rappers stayed true game rich .,sadness,0.208
yeah want become obese ! 😅 afford n't think 's serious haha,sadness,0.208
varsity pine riding,sadness,0.208
difference someone 's selfies 're happy vs. unhappy absolutely amazing .,sadness,0.208
thanks mucho kate💕 # sober,sadness,0.208
# grateful # novel # award # promo # rt - # blessings dewayne hyatt # hippie loves grind # blues # florida,sadness,0.208
ohh silver lake came lot ! guys stayed ?,sadness,0.208
"course ! happy hentai , sad gloomy one",sadness,0.208
linc sink,sadness,0.208
"take ! ! jk . fun , relax , get massage two chill . n't eat cucumbers , places frown .",sadness,0.206
stayed night long\nmade drinks strong\nfeeling ten feet tall\nropes swinging water\nin middle night,sadness,0.2
thing dark curly hair,sadness,0.196
well hear girls attracted men look like dad ! 👌 # serious,sadness,0.188
"tummy full steak , wine , key lime pine cuddles tap . way turn around stressful wednesday 💛",sadness,0.188
free live music dc tonight ! # blues # moonshinesociety loft starting : pm,sadness,0.188
hannah stop mournful chill 💁,sadness,0.188
guys ! read # fanfiction like # lost # housemd one # tvshow -link bio !,sadness,0.188
aired radio filmed ? lots fans pond ! # wales,sadness,0.188
long day . thank goodness bake brighten weary wednesday ☺ # gbbo,sadness,0.188
"tonight - fulford arms , york \ntomorrow - bank top tavern , oldham\nnext saturday- big hands , manchester \n\n # livemusic # punk # blues # rockandroll",sadness,0.188
"'m proud understands , shows love , thought compassion 's done clouded way ..",sadness,0.188
blues bar,sadness,0.188
